DriverID,Year,Tracks,Team,Ranking,LapTime
22,2019,Yas Marina,Haas,18,75.57
1,2019,Red Bull Ring,Mercedes,20,81.83
2,2019,Red Bull Ring,Mercedes,15,79.33
3,2019,Red Bull Ring,Red Bull,10,76.83
4,2019,Red Bull Ring,Red Bull,16,79.83
5,2019,Red Bull Ring,Ferrari,12,77.83
6,2019,Red Bull Ring,Ferrari,21,82.33
7,2019,Red Bull Ring,Aston Martin,9,76.33
8,2019,Red Bull Ring,Aston Martin,4,73.83
9,2019,Red Bull Ring,McLaren,13,78.33
10,2019,Red Bull Ring,McLaren,3,73.33
11,2019,Red Bull Ring,Alpine,14,78.83
12,2019,Red Bull Ring,Alpine,2,72.83
13,2019,Red Bull Ring,Alfa Romeo,11,77.33
14,2019,Red Bull Ring,Alfa Romeo,1,72.33
15,2019,Red Bull Ring,Haas,22,82.83
16,2019,Red Bull Ring,Haas,18,80.83
17,2019,Red Bull Ring,AlphaTauri,8,75.83
18,2019,Red Bull Ring,AlphaTauri,5,74.33
19,2019,Red Bull Ring,Williams,6,74.83
20,2019,Red Bull Ring,Williams,7,75.33
21,2019,Red Bull Ring,AlphaTauri,19,81.33
22,2019,Red Bull Ring,Haas,17,80.33
1,2019,Zandvoort,Mercedes,19,88.13
2,2019,Zandvoort,Mercedes,6,81.63
3,2019,Zandvoort,Red Bull,16,86.63
4,2019,Zandvoort,Red Bull,4,80.63
5,2019,Zandvoort,Ferrari,22,89.63
6,2019,Zandvoort,Ferrari,13,85.13
7,2019,Zandvoort,Aston Martin,18,87.63
8,2019,Zandvoort,Aston Martin,14,85.63
9,2019,Zandvoort,McLaren,2,79.63
10,2019,Zandvoort,McLaren,17,87.13
11,2019,Zandvoort,Alpine,20,88.63
12,2019,Zandvoort,Alpine,1,79.13
13,2019,Zandvoort,Alfa Romeo,12,84.63
14,2019,Zandvoort,Alfa Romeo,3,80.13
15,2019,Zandvoort,Haas,5,81.13
16,2019,Zandvoort,Haas,10,83.63
17,2019,Zandvoort,AlphaTauri,21,89.13
18,2019,Zandvoort,AlphaTauri,8,82.63
19,2019,Zandvoort,Williams,7,82.13
20,2019,Zandvoort,Williams,11,84.13
21,2019,Zandvoort,AlphaTauri,15,86.13
22,2019,Zandvoort,Haas,9,83.13
1,2019,Imola,Mercedes,12,77.18
2,2019,Imola,Mercedes,19,80.68
3,2019,Imola,Red Bull,3,72.68
4,2019,Imola,Red Bull,13,77.68
5,2019,Imola,Ferrari,10,76.18
6,2019,Imola,Ferrari,1,71.68
7,2019,Imola,Aston Martin,4,73.18
8,2019,Imola,Aston Martin,9,75.68
9,2019,Imola,McLaren,5,73.68
10,2019,Imola,McLaren,11,76.68
11,2019,Imola,Alpine,21,81.68
12,2019,Imola,Alpine,20,81.18
13,2019,Imola,Alfa Romeo,17,79.68
14,2019,Imola,Alfa Romeo,16,79.18
15,2019,Imola,Haas,8,75.18
16,2019,Imola,Haas,18,80.18
17,2019,Imola,AlphaTauri,6,74.18
18,2019,Imola,AlphaTauri,7,74.68
19,2019,Imola,Williams,14,78.18
20,2019,Imola,Williams,15,78.68
21,2019,Imola,AlphaTauri,22,82.18
22,2019,Imola,Haas,2,72.18
1,2019,Hockenheim,Mercedes,11,66.67
2,2019,Hockenheim,Mercedes,4,63.17
3,2019,Hockenheim,Red Bull,20,71.17
4,2019,Hockenheim,Red Bull,13,67.67
5,2019,Hockenheim,Ferrari,10,66.17
6,2019,Hockenheim,Ferrari,21,71.67
7,2019,Hockenheim,Aston Martin,22,72.17
8,2019,Hockenheim,Aston Martin,3,62.67
9,2019,Hockenheim,McLaren,8,65.17
10,2019,Hockenheim,McLaren,6,64.17
11,2019,Hockenheim,Alpine,5,63.67
12,2019,Hockenheim,Alpine,1,61.67
13,2019,Hockenheim,Alfa Romeo,19,70.67
14,2019,Hockenheim,Alfa Romeo,9,65.67
15,2019,Hockenheim,Haas,16,69.17
16,2019,Hockenheim,Haas,7,64.67
17,2019,Hockenheim,AlphaTauri,17,69.67
18,2019,Hockenheim,AlphaTauri,14,68.17
19,2019,Hockenheim,Williams,15,68.67
20,2019,Hockenheim,Williams,12,67.17
21,2019,Hockenheim,AlphaTauri,18,70.17
22,2019,Hockenheim,Haas,2,62.17
1,2019,Marina Bay,Mercedes,22,85.38
2,2019,Marina Bay,Mercedes,10,79.38
3,2019,Marina Bay,Red Bull,5,76.88
4,2019,Marina Bay,Red Bull,7,77.88
5,2019,Marina Bay,Ferrari,18,83.38
6,2019,Marina Bay,Ferrari,17,82.88
7,2019,Marina Bay,Aston Martin,14,81.38
8,2019,Marina Bay,Aston Martin,16,82.38
9,2019,Marina Bay,McLaren,4,76.38
10,2019,Marina Bay,McLaren,19,83.88
11,2019,Marina Bay,Alpine,21,84.88
12,2019,Marina Bay,Alpine,11,79.88
13,2019,Marina Bay,Alfa Romeo,9,78.88
14,2019,Marina Bay,Alfa Romeo,3,75.88
15,2019,Marina Bay,Haas,6,77.38
16,2019,Marina Bay,Haas,13,80.88
17,2019,Marina Bay,AlphaTauri,2,75.38
18,2019,Marina Bay,AlphaTauri,1,74.88
19,2019,Marina Bay,Williams,8,78.38
20,2019,Marina Bay,Williams,15,81.88
21,2019,Marina Bay,AlphaTauri,12,80.38
22,2019,Marina Bay,Haas,20,84.38
1,2019,Albert Park,Mercedes,11,75.24
2,2019,Albert Park,Mercedes,4,71.74
3,2019,Albert Park,Red Bull,1,70.24
4,2019,Albert Park,Red Bull,15,77.24
5,2019,Albert Park,Ferrari,5,72.24
6,2019,Albert Park,Ferrari,18,78.74
7,2019,Albert Park,Aston Martin,21,80.24
8,2019,Albert Park,Aston Martin,6,72.74
9,2019,Albert Park,McLaren,19,79.24
10,2019,Albert Park,McLaren,20,79.74
11,2019,Albert Park,Alpine,2,70.74
12,2019,Albert Park,Alpine,14,76.74
13,2019,Albert Park,Alfa Romeo,13,76.24
14,2019,Albert Park,Alfa Romeo,22,80.74
15,2019,Albert Park,Haas,10,74.74
16,2019,Albert Park,Haas,16,77.74
17,2019,Albert Park,AlphaTauri,3,71.24
18,2019,Albert Park,AlphaTauri,7,73.24
19,2019,Albert Park,Williams,12,75.74
20,2019,Albert Park,Williams,17,78.24
21,2019,Albert Park,AlphaTauri,9,74.24
22,2019,Albert Park,Haas,8,73.74
1,2019,Circuit of the Americas,Mercedes,18,73.65
2,2019,Circuit of the Americas,Mercedes,9,69.15
3,2019,Circuit of the Americas,Red Bull,1,65.15
4,2019,Circuit of the Americas,Red Bull,4,66.65
5,2019,Circuit of the Americas,Ferrari,2,65.65
6,2019,Circuit of the Americas,Ferrari,14,71.65
7,2019,Circuit of the Americas,Aston Martin,22,75.65
8,2019,Circuit of the Americas,Aston Martin,11,70.15
9,2019,Circuit of the Americas,McLaren,6,67.65
10,2019,Circuit of the Americas,McLaren,10,69.65
11,2019,Circuit of the Americas,Alpine,21,75.15
12,2019,Circuit of the Americas,Alpine,8,68.65
13,2019,Circuit of the Americas,Alfa Romeo,12,70.65
14,2019,Circuit of the Americas,Alfa Romeo,15,72.15
15,2019,Circuit of the Americas,Haas,17,73.15
16,2019,Circuit of the Americas,Haas,5,67.15
17,2019,Circuit of the Americas,AlphaTauri,20,74.65
18,2019,Circuit of the Americas,AlphaTauri,19,74.15
19,2019,Circuit of the Americas,Williams,13,71.15
20,2019,Circuit of the Americas,Williams,3,66.15
21,2019,Circuit of the Americas,AlphaTauri,16,72.65
22,2019,Circuit of the Americas,Haas,7,68.15
1,2019,Shanghai,Mercedes,16,71.25
2,2019,Shanghai,Mercedes,6,66.25
3,2019,Shanghai,Red Bull,1,63.75
4,2019,Shanghai,Red Bull,11,68.75
5,2019,Shanghai,Ferrari,5,65.75
6,2019,Shanghai,Ferrari,2,64.25
7,2019,Shanghai,Aston Martin,4,65.25
8,2019,Shanghai,Aston Martin,3,64.75
9,2019,Shanghai,McLaren,19,72.75
10,2019,Shanghai,McLaren,18,72.25
11,2019,Shanghai,Alpine,17,71.75
12,2019,Shanghai,Alpine,20,73.25
13,2019,Shanghai,Alfa Romeo,8,67.25
14,2019,Shanghai,Alfa Romeo,9,67.75
15,2019,Shanghai,Haas,22,74.25
16,2019,Shanghai,Haas,13,69.75
17,2019,Shanghai,AlphaTauri,15,70.75
18,2019,Shanghai,AlphaTauri,10,68.25
19,2019,Shanghai,Williams,14,70.25
20,2019,Shanghai,Williams,7,66.75
21,2019,Shanghai,AlphaTauri,12,69.25
22,2019,Shanghai,Haas,21,73.75
1,2019,Sochi,Mercedes,7,78.59
2,2019,Sochi,Mercedes,1,75.59
3,2019,Sochi,Red Bull,12,81.09
4,2019,Sochi,Red Bull,21,85.59
5,2019,Sochi,Ferrari,3,76.59
6,2019,Sochi,Ferrari,8,79.09
7,2019,Sochi,Aston Martin,19,84.59
8,2019,Sochi,Aston Martin,13,81.59
9,2019,Sochi,McLaren,14,82.09
10,2019,Sochi,McLaren,22,86.09
11,2019,Sochi,Alpine,15,82.59
12,2019,Sochi,Alpine,17,83.59
13,2019,Sochi,Alfa Romeo,10,80.09
14,2019,Sochi,Alfa Romeo,6,78.09
15,2019,Sochi,Haas,16,83.09
16,2019,Sochi,Haas,4,77.09
17,2019,Sochi,AlphaTauri,2,76.09
18,2019,Sochi,AlphaTauri,20,85.09
19,2019,Sochi,Williams,18,84.09
20,2019,Sochi,Williams,11,80.59
21,2019,Sochi,AlphaTauri,5,77.59
22,2019,Sochi,Haas,9,79.59
1,2019,Sepang,Mercedes,12,78.69
2,2019,Sepang,Mercedes,7,76.19
3,2019,Sepang,Red Bull,4,74.69
4,2019,Sepang,Red Bull,5,75.19
5,2019,Sepang,Ferrari,18,81.69
6,2019,Sepang,Ferrari,14,79.69
7,2019,Sepang,Aston Martin,3,74.19
8,2019,Sepang,Aston Martin,8,76.69
9,2019,Sepang,McLaren,6,75.69
10,2019,Sepang,McLaren,1,73.19
11,2019,Sepang,Alpine,11,78.19
12,2019,Sepang,Alpine,15,80.19
13,2019,Sepang,Alfa Romeo,13,79.19
14,2019,Sepang,Alfa Romeo,20,82.69
15,2019,Sepang,Haas,2,73.69
16,2019,Sepang,Haas,10,77.69
17,2019,Sepang,AlphaTauri,21,83.19
18,2019,Sepang,AlphaTauri,19,82.19
19,2019,Sepang,Williams,17,81.19
20,2019,Sepang,Williams,9,77.19
21,2019,Sepang,AlphaTauri,16,80.69
22,2019,Sepang,Haas,22,83.69
1,2019,Istanbul Park,Mercedes,3,74.06
2,2019,Istanbul Park,Mercedes,2,73.56
3,2019,Istanbul Park,Red Bull,15,80.06
4,2019,Istanbul Park,Red Bull,21,83.06
5,2019,Istanbul Park,Ferrari,13,79.06
6,2019,Istanbul Park,Ferrari,1,73.06
7,2019,Istanbul Park,Aston Martin,12,78.56
8,2019,Istanbul Park,Aston Martin,8,76.56
9,2019,Istanbul Park,McLaren,18,81.56
10,2019,Istanbul Park,McLaren,19,82.06
11,2019,Istanbul Park,Alpine,22,83.56
12,2019,Istanbul Park,Alpine,5,75.06
13,2019,Istanbul Park,Alfa Romeo,6,75.56
14,2019,Istanbul Park,Alfa Romeo,14,79.56
15,2019,Istanbul Park,Haas,17,81.06
16,2019,Istanbul Park,Haas,9,77.06
17,2019,Istanbul Park,AlphaTauri,7,76.06
18,2019,Istanbul Park,AlphaTauri,11,78.06
19,2019,Istanbul Park,Williams,4,74.56
20,2019,Istanbul Park,Williams,20,82.56
21,2019,Istanbul Park,AlphaTauri,10,77.56
22,2019,Istanbul Park,Haas,16,80.56
1,2019,Baku City Circuit,Mercedes,22,84.18
2,2019,Baku City Circuit,Mercedes,19,82.68
3,2019,Baku City Circuit,Red Bull,18,82.18
4,2019,Baku City Circuit,Red Bull,5,75.68
5,2019,Baku City Circuit,Ferrari,21,83.68
6,2019,Baku City Circuit,Ferrari,1,73.68
7,2019,Baku City Circuit,Aston Martin,3,74.68
8,2019,Baku City Circuit,Aston Martin,20,83.18
9,2019,Baku City Circuit,McLaren,8,77.18
10,2019,Baku City Circuit,McLaren,15,80.68
11,2019,Baku City Circuit,Alpine,6,76.18
12,2019,Baku City Circuit,Alpine,7,76.68
13,2019,Baku City Circuit,Alfa Romeo,4,75.18
14,2019,Baku City Circuit,Alfa Romeo,9,77.68
15,2019,Baku City Circuit,Haas,17,81.68
16,2019,Baku City Circuit,Haas,16,81.18
17,2019,Baku City Circuit,AlphaTauri,12,79.18
18,2019,Baku City Circuit,AlphaTauri,11,78.68
19,2019,Baku City Circuit,Williams,13,79.68
20,2019,Baku City Circuit,Williams,14,80.18
21,2019,Baku City Circuit,AlphaTauri,10,78.18
22,2019,Baku City Circuit,Haas,2,74.18
1,2019,Las Vegas Street Circuit,Mercedes,12,70.69
2,2019,Las Vegas Street Circuit,Mercedes,11,70.19
3,2019,Las Vegas Street Circuit,Red Bull,18,73.69
4,2019,Las Vegas Street Circuit,Red Bull,6,67.69
5,2019,Las Vegas Street Circuit,Ferrari,7,68.19
6,2019,Las Vegas Street Circuit,Ferrari,5,67.19
7,2019,Las Vegas Street Circuit,Aston Martin,10,69.69
8,2019,Las Vegas Street Circuit,Aston Martin,8,68.69
9,2019,Las Vegas Street Circuit,McLaren,21,75.19
10,2019,Las Vegas Street Circuit,McLaren,2,65.69
11,2019,Las Vegas Street Circuit,Alpine,15,72.19
12,2019,Las Vegas Street Circuit,Alpine,22,75.69
13,2019,Las Vegas Street Circuit,Alfa Romeo,19,74.19
14,2019,Las Vegas Street Circuit,Alfa Romeo,4,66.69
15,2019,Las Vegas Street Circuit,Haas,14,71.69
16,2019,Las Vegas Street Circuit,Haas,1,65.19
17,2019,Las Vegas Street Circuit,AlphaTauri,16,72.69
18,2019,Las Vegas Street Circuit,AlphaTauri,13,71.19
19,2019,Las Vegas Street Circuit,Williams,9,69.19
20,2019,Las Vegas Street Circuit,Williams,20,74.69
21,2019,Las Vegas Street Circuit,AlphaTauri,17,73.19
22,2019,Las Vegas Street Circuit,Haas,3,66.19
1,2019,Miami International,Mercedes,19,76.55
2,2019,Miami International,Mercedes,22,78.05
3,2019,Miami International,Red Bull,3,68.55
4,2019,Miami International,Red Bull,8,71.05
5,2019,Miami International,Ferrari,1,67.55
6,2019,Miami International,Ferrari,16,75.05
7,2019,Miami International,Aston Martin,4,69.05
8,2019,Miami International,Aston Martin,18,76.05
9,2019,Miami International,McLaren,14,74.05
10,2019,Miami International,McLaren,12,73.05
11,2019,Miami International,Alpine,9,71.55
12,2019,Miami International,Alpine,17,75.55
13,2019,Miami International,Alfa Romeo,15,74.55
14,2019,Miami International,Alfa Romeo,10,72.05
15,2019,Miami International,Haas,2,68.05
16,2019,Miami International,Haas,6,70.05
17,2019,Miami International,AlphaTauri,7,70.55
18,2019,Miami International,AlphaTauri,5,69.55
19,2019,Miami International,Williams,11,72.55
20,2019,Miami International,Williams,20,77.05
21,2019,Miami International,AlphaTauri,21,77.55
22,2019,Miami International,Haas,13,73.55
1,2020,Monza,Mercedes,3,74.7
2,2020,Monza,Mercedes,10,78.2
3,2020,Monza,Red Bull,2,74.2
4,2020,Monza,Red Bull,19,82.7
5,2020,Monza,Ferrari,5,75.7
6,2020,Monza,Ferrari,13,79.7
7,2020,Monza,Aston Martin,18,82.2
8,2020,Monza,Aston Martin,4,75.2
9,2020,Monza,McLaren,8,77.2
10,2020,Monza,McLaren,14,80.2
11,2020,Monza,Alpine,9,77.7
12,2020,Monza,Alpine,20,83.2
13,2020,Monza,Alfa Romeo,12,79.2
14,2020,Monza,Alfa Romeo,6,76.2
15,2020,Monza,Haas,17,81.7
16,2020,Monza,Haas,7,76.7
17,2020,Monza,AlphaTauri,22,84.2
18,2020,Monza,AlphaTauri,11,78.7
19,2020,Monza,Williams,21,83.7
20,2020,Monza,Williams,15,80.7
21,2020,Monza,AlphaTauri,1,73.7
22,2020,Monza,Haas,16,81.2
1,2020,Silverstone,Mercedes,10,81.34
2,2020,Silverstone,Mercedes,8,80.34
3,2020,Silverstone,Red Bull,21,86.84
4,2020,Silverstone,Red Bull,12,82.34
5,2020,Silverstone,Ferrari,5,78.84
6,2020,Silverstone,Ferrari,22,87.34
7,2020,Silverstone,Aston Martin,1,76.84
8,2020,Silverstone,Aston Martin,20,86.34
9,2020,Silverstone,McLaren,15,83.84
10,2020,Silverstone,McLaren,19,85.84
11,2020,Silverstone,Alpine,3,77.84
12,2020,Silverstone,Alpine,7,79.84
13,2020,Silverstone,Alfa Romeo,13,82.84
14,2020,Silverstone,Alfa Romeo,11,81.84
15,2020,Silverstone,Haas,4,78.34
16,2020,Silverstone,Haas,9,80.84
17,2020,Silverstone,AlphaTauri,17,84.84
18,2020,Silverstone,AlphaTauri,18,85.34
19,2020,Silverstone,Williams,16,84.34
20,2020,Silverstone,Williams,2,77.34
21,2020,Silverstone,AlphaTauri,6,79.34
22,2020,Silverstone,Haas,14,83.34
1,2020,Spa-Francorchamps,Mercedes,9,76.05
2,2020,Spa-Francorchamps,Mercedes,6,74.55
3,2020,Spa-Francorchamps,Red Bull,18,80.55
4,2020,Spa-Francorchamps,Red Bull,17,80.05
5,2020,Spa-Francorchamps,Ferrari,21,82.05
6,2020,Spa-Francorchamps,Ferrari,2,72.55
7,2020,Spa-Francorchamps,Aston Martin,7,75.05
8,2020,Spa-Francorchamps,Aston Martin,12,77.55
9,2020,Spa-Francorchamps,McLaren,10,76.55
10,2020,Spa-Francorchamps,McLaren,1,72.05
11,2020,Spa-Francorchamps,Alpine,16,79.55
12,2020,Spa-Francorchamps,Alpine,5,74.05
13,2020,Spa-Francorchamps,Alfa Romeo,8,75.55
14,2020,Spa-Francorchamps,Alfa Romeo,14,78.55
15,2020,Spa-Francorchamps,Haas,4,73.55
16,2020,Spa-Francorchamps,Haas,11,77.05
17,2020,Spa-Francorchamps,AlphaTauri,22,82.55
18,2020,Spa-Francorchamps,AlphaTauri,20,81.55
19,2020,Spa-Francorchamps,Williams,3,73.05
20,2020,Spa-Francorchamps,Williams,19,81.05
21,2020,Spa-Francorchamps,AlphaTauri,15,79.05
22,2020,Spa-Francorchamps,Haas,13,78.05
1,2020,Suzuka,Mercedes,15,85.15
2,2020,Suzuka,Mercedes,18,86.65
3,2020,Suzuka,Red Bull,5,80.15
4,2020,Suzuka,Red Bull,17,86.15
5,2020,Suzuka,Ferrari,14,84.65
6,2020,Suzuka,Ferrari,9,82.15
7,2020,Suzuka,Aston Martin,11,83.15
8,2020,Suzuka,Aston Martin,2,78.65
9,2020,Suzuka,McLaren,19,87.15
10,2020,Suzuka,McLaren,20,87.65
11,2020,Suzuka,Alpine,8,81.65
12,2020,Suzuka,Alpine,21,88.15
13,2020,Suzuka,Alfa Romeo,12,83.65
14,2020,Suzuka,Alfa Romeo,16,85.65
15,2020,Suzuka,Haas,10,82.65
16,2020,Suzuka,Haas,6,80.65
17,2020,Suzuka,AlphaTauri,4,79.65
18,2020,Suzuka,AlphaTauri,13,84.15
19,2020,Suzuka,Williams,1,78.15
20,2020,Suzuka,Williams,22,88.65
21,2020,Suzuka,AlphaTauri,3,79.15
22,2020,Suzuka,Haas,7,81.15
1,2020,Monaco,Mercedes,8,72.99
2,2020,Monaco,Mercedes,3,70.49
3,2020,Monaco,Red Bull,19,78.49
4,2020,Monaco,Red Bull,2,69.99
5,2020,Monaco,Ferrari,17,77.49
6,2020,Monaco,Ferrari,16,76.99
7,2020,Monaco,Aston Martin,10,73.99
8,2020,Monaco,Aston Martin,4,70.99
9,2020,Monaco,McLaren,13,75.49
10,2020,Monaco,McLaren,11,74.49
11,2020,Monaco,Alpine,20,78.99
12,2020,Monaco,Alpine,18,77.99
13,2020,Monaco,Alfa Romeo,12,74.99
14,2020,Monaco,Alfa Romeo,15,76.49
15,2020,Monaco,Haas,14,75.99
16,2020,Monaco,Haas,6,71.99
17,2020,Monaco,AlphaTauri,1,69.49
18,2020,Monaco,AlphaTauri,7,72.49
19,2020,Monaco,Williams,9,73.49
20,2020,Monaco,Williams,22,79.99
21,2020,Monaco,AlphaTauri,21,79.49
22,2020,Monaco,Haas,5,71.49
1,2020,Circuit de Catalunya,Mercedes,18,83.56
2,2020,Circuit de Catalunya,Mercedes,13,81.06
3,2020,Circuit de Catalunya,Red Bull,22,85.56
4,2020,Circuit de Catalunya,Red Bull,20,84.56
5,2020,Circuit de Catalunya,Ferrari,10,79.56
6,2020,Circuit de Catalunya,Ferrari,6,77.56
7,2020,Circuit de Catalunya,Aston Martin,16,82.56
8,2020,Circuit de Catalunya,Aston Martin,14,81.56
9,2020,Circuit de Catalunya,McLaren,11,80.06
10,2020,Circuit de Catalunya,McLaren,2,75.56
11,2020,Circuit de Catalunya,Alpine,5,77.06
12,2020,Circuit de Catalunya,Alpine,12,80.56
13,2020,Circuit de Catalunya,Alfa Romeo,15,82.06
14,2020,Circuit de Catalunya,Alfa Romeo,19,84.06
15,2020,Circuit de Catalunya,Haas,4,76.56
16,2020,Circuit de Catalunya,Haas,1,75.06
17,2020,Circuit de Catalunya,AlphaTauri,3,76.06
18,2020,Circuit de Catalunya,AlphaTauri,17,83.06
19,2020,Circuit de Catalunya,Williams,9,79.06
20,2020,Circuit de Catalunya,Williams,8,78.56
21,2020,Circuit de Catalunya,AlphaTauri,21,85.06
22,2020,Circuit de Catalunya,Haas,7,78.06
1,2020,Hungaroring,Mercedes,9,77.48
2,2020,Hungaroring,Mercedes,1,73.48
3,2020,Hungaroring,Red Bull,2,73.98
4,2020,Hungaroring,Red Bull,11,78.48
5,2020,Hungaroring,Ferrari,19,82.48
6,2020,Hungaroring,Ferrari,21,83.48
7,2020,Hungaroring,Aston Martin,12,78.98
8,2020,Hungaroring,Aston Martin,18,81.98
9,2020,Hungaroring,McLaren,6,75.98
10,2020,Hungaroring,McLaren,20,82.98
11,2020,Hungaroring,Alpine,17,81.48
12,2020,Hungaroring,Alpine,7,76.48
13,2020,Hungaroring,Alfa Romeo,22,83.98
14,2020,Hungaroring,Alfa Romeo,15,80.48
15,2020,Hungaroring,Haas,16,80.98
16,2020,Hungaroring,Haas,10,77.98
17,2020,Hungaroring,AlphaTauri,4,74.98
18,2020,Hungaroring,AlphaTauri,5,75.48
19,2020,Hungaroring,Williams,14,79.98
20,2020,Hungaroring,Williams,8,76.98
21,2020,Hungaroring,AlphaTauri,13,79.48
22,2020,Hungaroring,Haas,3,74.48
1,2020,Interlagos,Mercedes,11,67.41
2,2020,Interlagos,Mercedes,14,68.91
3,2020,Interlagos,Red Bull,2,62.91
4,2020,Interlagos,Red Bull,20,71.91
5,2020,Interlagos,Ferrari,1,62.41
6,2020,Interlagos,Ferrari,8,65.91
7,2020,Interlagos,Aston Martin,18,70.91
8,2020,Interlagos,Aston Martin,10,66.91
9,2020,Interlagos,McLaren,21,72.41
10,2020,Interlagos,McLaren,15,69.41
11,2020,Interlagos,Alpine,17,70.41
12,2020,Interlagos,Alpine,4,63.91
13,2020,Interlagos,Alfa Romeo,5,64.41
14,2020,Interlagos,Alfa Romeo,3,63.41
15,2020,Interlagos,Haas,13,68.41
16,2020,Interlagos,Haas,22,72.91
17,2020,Interlagos,AlphaTauri,19,71.41
18,2020,Interlagos,AlphaTauri,12,67.91
19,2020,Interlagos,Williams,6,64.91
20,2020,Interlagos,Williams,16,69.91
21,2020,Interlagos,AlphaTauri,9,66.41
22,2020,Interlagos,Haas,7,65.41
1,2020,Bahrain International Circuit,Mercedes,1,71.54
2,2020,Bahrain International Circuit,Mercedes,20,81.04
3,2020,Bahrain International Circuit,Red Bull,5,73.54
4,2020,Bahrain International Circuit,Red Bull,19,80.54
5,2020,Bahrain International Circuit,Ferrari,8,75.04
6,2020,Bahrain International Circuit,Ferrari,18,80.04
7,2020,Bahrain International Circuit,Aston Martin,7,74.54
8,2020,Bahrain International Circuit,Aston Martin,13,77.54
9,2020,Bahrain International Circuit,McLaren,6,74.04
10,2020,Bahrain International Circuit,McLaren,4,73.04
11,2020,Bahrain International Circuit,Alpine,16,79.04
12,2020,Bahrain International Circuit,Alpine,3,72.54
13,2020,Bahrain International Circuit,Alfa Romeo,17,79.54
14,2020,Bahrain International Circuit,Alfa Romeo,11,76.54
15,2020,Bahrain International Circuit,Haas,22,82.04
16,2020,Bahrain International Circuit,Haas,14,78.04
17,2020,Bahrain International Circuit,AlphaTauri,21,81.54
18,2020,Bahrain International Circuit,AlphaTauri,15,78.54
19,2020,Bahrain International Circuit,Williams,12,77.04
20,2020,Bahrain International Circuit,Williams,2,72.04
21,2020,Bahrain International Circuit,AlphaTauri,10,76.04
22,2020,Bahrain International Circuit,Haas,9,75.54
1,2020,Yas Marina,Mercedes,14,75.4
2,2020,Yas Marina,Mercedes,4,70.4
3,2020,Yas Marina,Red Bull,15,75.9
4,2020,Yas Marina,Red Bull,5,70.9
5,2020,Yas Marina,Ferrari,12,74.4
6,2020,Yas Marina,Ferrari,13,74.9
7,2020,Yas Marina,Aston Martin,10,73.4
8,2020,Yas Marina,Aston Martin,3,69.9
9,2020,Yas Marina,McLaren,6,71.4
10,2020,Yas Marina,McLaren,2,69.4
11,2020,Yas Marina,Alpine,20,78.4
12,2020,Yas Marina,Alpine,18,77.4
13,2020,Yas Marina,Alfa Romeo,9,72.9
14,2020,Yas Marina,Alfa Romeo,19,77.9
15,2020,Yas Marina,Haas,7,71.9
16,2020,Yas Marina,Haas,16,76.4
17,2020,Yas Marina,AlphaTauri,1,68.9
18,2020,Yas Marina,AlphaTauri,17,76.9
19,2020,Yas Marina,Williams,11,73.9
20,2020,Yas Marina,Williams,8,72.4
21,2020,Yas Marina,AlphaTauri,21,78.9
22,2020,Yas Marina,Haas,22,79.4
1,2020,Red Bull Ring,Mercedes,7,81.36
2,2020,Red Bull Ring,Mercedes,18,86.86
3,2020,Red Bull Ring,Red Bull,10,82.86
4,2020,Red Bull Ring,Red Bull,4,79.86
5,2020,Red Bull Ring,Ferrari,6,80.86
6,2020,Red Bull Ring,Ferrari,5,80.36
7,2020,Red Bull Ring,Aston Martin,14,84.86
8,2020,Red Bull Ring,Aston Martin,17,86.36
9,2020,Red Bull Ring,McLaren,15,85.36
10,2020,Red Bull Ring,McLaren,9,82.36
11,2020,Red Bull Ring,Alpine,13,84.36
12,2020,Red Bull Ring,Alpine,8,81.86
13,2020,Red Bull Ring,Alfa Romeo,21,88.36
14,2020,Red Bull Ring,Alfa Romeo,11,83.36
15,2020,Red Bull Ring,Haas,1,78.36
16,2020,Red Bull Ring,Haas,2,78.86
17,2020,Red Bull Ring,AlphaTauri,22,88.86
18,2020,Red Bull Ring,AlphaTauri,20,87.86
19,2020,Red Bull Ring,Williams,16,85.86
20,2020,Red Bull Ring,Williams,3,79.36
21,2020,Red Bull Ring,AlphaTauri,12,83.86
22,2020,Red Bull Ring,Haas,19,87.36
1,2020,Zandvoort,Mercedes,6,74.54
2,2020,Zandvoort,Mercedes,2,72.54
3,2020,Zandvoort,Red Bull,17,80.04
4,2020,Zandvoort,Red Bull,14,78.54
5,2020,Zandvoort,Ferrari,20,81.54
6,2020,Zandvoort,Ferrari,5,74.04
7,2020,Zandvoort,Aston Martin,13,78.04
8,2020,Zandvoort,Aston Martin,18,80.54
9,2020,Zandvoort,McLaren,12,77.54
10,2020,Zandvoort,McLaren,16,79.54
11,2020,Zandvoort,Alpine,19,81.04
12,2020,Zandvoort,Alpine,15,79.04
13,2020,Zandvoort,Alfa Romeo,1,72.04
14,2020,Zandvoort,Alfa Romeo,3,73.04
15,2020,Zandvoort,Haas,7,75.04
16,2020,Zandvoort,Haas,11,77.04
17,2020,Zandvoort,AlphaTauri,4,73.54
18,2020,Zandvoort,AlphaTauri,22,82.54
19,2020,Zandvoort,Williams,21,82.04
20,2020,Zandvoort,Williams,8,75.54
21,2020,Zandvoort,AlphaTauri,10,76.54
22,2020,Zandvoort,Haas,9,76.04
1,2020,Imola,Mercedes,3,63.87
